,ix,iy,latitude,longitude,state
0,0,0,49.9,14.2,Střední Čechy
1,1,0,49.89999979116621,14.206959488849037,Střední Čechy
2,2,0,49.89999958233241,14.213918977668035,Střední Čechy
3,3,0,49.89999937349863,14.220878466456995,Střední Čechy
4,4,0,49.899999164664834,14.227837955215914,Střední Čechy
5,5,0,49.899998955831045,14.234797443944794,Střední Čechy
6,6,0,49.89999874699726,14.241756932643636,Střední Čechy
7,7,0,49.89999853816348,14.248716421312437,Střední Čechy
8,8,0,49.899998329329705,14.255675909951199,Střední Čechy
9,9,0,49.89999812049592,14.262635398559922,Střední Čechy
10,10,0,49.89999791166214,14.269594887138606,Střední Čechy
11,11,0,49.89999770282836,14.276554375687251,Střední Čechy
12,12,0,49.89999749399458,14.283513864205856,Střední Čechy
13,13,0,49.89999728516081,14.290473352694422,Střední Čechy
14,14,0,49.89999707632703,14.297432841152949,Střední Čechy
15,15,0,49.89999686749326,14.304392329581436,Střední Čechy
16,16,0,49.89999665865949,14.311351817979883,Střední Čechy
17,17,0,49.899996449825714,14.318311306348292,Střední Čechy
18,18,0,49.899996240991946,14.325270794686661,Střední Čechy
19,19,0,49.89999603215818,14.33223028299499,Střední Čechy
20,20,0,49.89999582332442,14.339189771273281,Střední Čechy
21,21,0,49.89999561449064,14.346149259521532,Střední Čechy
22,22,0,49.899995405656874,14.353108747739745,Střední Čechy
23,23,0,49.89999519682311,14.360068235927917,Střední Čechy
24,24,0,49.89999498798936,14.36702772408605,Střední Čechy
25,25,0,49.899994779155605,14.373987212214145,Střední Čechy
26,26,0,49.89999457032185,14.3809467003122,Střední Čechy
27,27,0,49.899994361488105,14.387906188380214,Střední Čechy
28,28,0,49.899994152654344,14.39486567641819,Střední Čechy
29,29,0,49.89999394382059,14.401825164426127,Střední Čechy
30,30,0,49.899993734986836,14.408784652404023,Střední Čechy
31,31,0,49.89999352615308,14.415744140351881,Střední Čechy
32,32,0,49.89999331731934,14.4227036282697,Střední Čechy
33,33,0,49.89999310848559,14.42966311615748,Střední Čechy
34,34,0,49.89999289965185,14.43662260401522,Střední Čechy
35,35,0,49.89999269081811,14.44358209184292,Střední Čechy
36,36,0,49.89999248198436,14.450541579640582,Střední Čechy
37,37,0,49.89999227315062,14.457501067408204,Střední Čechy
38,38,0,49.89999206431688,14.464460555145786,Střední Čechy
39,39,0,49.899991855483144,14.47142004285333,Střední Čechy
40,40,0,49.89999164664941,14.478379530530834,Střední Čechy
41,41,0,49.89999143781568,14.485339018178298,Střední Čechy
42,42,0,49.89999122898195,14.492298505795723,Střední Čechy
43,43,0,49.89999102014823,14.49925799338311,Střední Čechy
44,44,0,49.899990811314495,14.506217480940457,Střední Čechy
45,45,0,49.89999060248077,14.513176968467764,Střední Čechy
46,46,0,49.899990393647045,14.520136455965032,Střední Čechy
47,47,0,49.89999018481332,14.527095943432261,Střední Čechy
48,48,0,49.899989975979594,14.53405543086945,Střední Čechy
49,49,0,49.899989767145875,14.5410149182766,Střední Čechy
50,50,0,49.89998955831216,14.547974405653711,Střední Čechy
51,51,0,49.89998934947844,14.554933893000783,Střední Čechy
52,52,0,49.89998914064473,14.561893380317816,Střední Čechy
53,53,0,49.899988931811016,14.568852867604809,Střední Čechy
54,54,0,49.899988722977305,14.575812354861762,Střední Čechy
55,55,0,49.89998851414359,14.582771842088677,Střední Čechy
56,56,0,49.899988305309876,14.589731329285552,Střední Čechy
57,57,0,49.89998809647617,14.596690816452387,Střední Čechy
58,58,0,49.89998788764247,14.603650303589184,Střední Čechy
59,59,0,49.899987678808756,14.610609790695941,Střední Čechy
60,60,0,49.89998746997506,14.617569277772658,Střední Čechy
61,61,0,49.89998726114136,14.624528764819337,Střední Čechy
62,62,0,49.899987052307665,14.631488251835975,Střední Čechy
63,63,0,49.89998684347396,14.638447738822576,Střední Čechy
64,64,0,49.89998663464027,14.645407225779136,Střední Čechy
65,65,0,49.899986425806574,14.652366712705657,Střední Čechy
66,66,0,49.89998621697288,14.65932619960214,Střední Čechy
67,67,0,49.89998600813918,14.666285686468582,Střední Čechy
68,68,0,49.89998579930549,14.673245173304984,Střední Čechy
69,69,0,49.8999855904718,14.680204660111349,Střední Čechy
70,70,0,49.89998538163811,14.687164146887673,Střední Čechy
71,71,0,49.89998517280442,14.694123633633959,Střední Čechy
72,72,0,49.89998496397073,14.701083120350205,Střední Čechy
73,73,0,49.899984755137055,14.708042607036411,Střední Čechy
74,74,0,49.89998454630337,14.71500209369258,Střední Čechy
75,75,0,49.89998433746969,14.721961580318707,Střední Čechy
76,76,0,49.899984128636014,14.728921066914797,Střední Čechy
77,77,0,49.89998391980233,14.735880553480847,Střední Čechy
78,78,0,49.899983710968655,14.742840040016857,Střední Čechy
79,79,0,49.89998350213498,14.749799526522828,Střední Čechy
80,80,0,49.89998329330131,14.75675901299876,Střední Čechy
81,81,0,49.89998308446764,14.763718499444652,Střední Čechy
82,82,0,49.899982875633974,14.770677985860505,Střední Čechy
83,83,0,49.8999826668003,14.777637472246319,Střední Čechy
84,84,0,49.89998245796663,14.784596958602094,Střední Čechy
85,85,0,49.89998224913297,14.79155644492783,Střední Čechy
86,86,0,49.899982040299314,14.798515931223525,Střední Čechy
87,0,1,49.90447713561817,14.2,Střední Čechy
88,1,1,49.90447692675147,14.206960132936004,Střední Čechy
89,2,1,49.90447671788476,14.213920265841956,Střední Čechy
90,3,1,49.90447650901806,14.220880398717858,Střední Čechy
91,4,1,49.904476300151366,14.227840531563707,Střední Čechy
92,5,1,49.90447609128468,14.234800664379506,Střední Čechy
93,6,1,49.904475882417984,14.241760797165252,Střední Čechy
94,7,1,49.90447567355129,14.248720929920946,Střední Čechy
95,8,1,49.90447546468459,14.25568106264659,Střední Čechy
96,9,1,49.90447525581789,14.26264119534218,Střední Čechy
97,10,1,49.904475046951205,14.26960132800772,Střední Čechy
98,11,1,49.904474838084525,14.276561460643208,Střední Čechy
99,12,1,49.904474629217844,14.283521593248645,Střední Čechy
100,13,1,49.90447442035116,14.29048172582403,Střední Čechy
101,14,1,49.90447421148448,14.297441858369362,Střední Čechy
102,15,1,49.904474002617796,14.304401990884644,Střední Čechy
103,16,1,49.904473793751116,14.311362123369873,Střední Čechy
104,17,1,49.90447358488443,14.318322255825052,Střední Čechy
105,18,1,49.90447337601776,14.325282388250178,Střední Čechy
106,19,1,49.90447316715108,14.332242520645254,Střední Čechy
107,20,1,49.90447295828441,14.339202653010277,Střední Čechy
108,21,1,49.90447274941774,14.34616278534525,Střední Čechy
109,22,1,49.90447254055107,14.35312291765017,Střední Čechy
110,23,1,49.904472331684396,14.360083049925038,Střední Čechy
111,24,1,49.90447212281772,14.367043182169855,Střední Čechy
112,25,1,49.90447191395106,14.37400331438462,Střední Čechy
113,26,1,49.9044717050844,14.380963446569334,Střední Čechy
114,27,1,49.904471496217724,14.387923578723996,Střední Čechy
115,28,1,49.904471287351065,14.394883710848607,Střední Čechy
116,29,1,49.9044710784844,14.401843842943165,Střední Čechy
117,30,1,49.90447086961774,14.408803975007674,Střední Čechy
118,31,1,49.90447066075107,14.41576410704213,Střední Čechy
119,32,1,49.90447045188442,14.422724239046532,Střední Čechy
120,33,1,49.90447024301776,14.429684371020885,Střední Čechy
121,34,1,49.90447003415111,14.436644502965185,Střední Čechy
122,35,1,49.90446982528446,14.443604634879435,Střední Čechy
123,36,1,49.904469616417806,14.450564766763632,Střední Čechy
124,37,1,49.90446940755116,14.457524898617779,Střední Čechy
125,38,1,49.90446919868452,14.464485030441873,Střední Čechy
126,39,1,49.904468989817886,14.471445162235916,Střední Čechy
127,40,1,49.904468780951234,14.478405293999907,Střední Čechy
128,41,1,49.904468572084596,14.485365425733846,Střední Čechy
129,42,1,49.90446836321796,14.492325557437734,Střední Čechy
130,43,1,49.90446815435132,14.49928568911157,Střední Čechy
131,44,1,49.90446794548469,14.506245820755355,Střední Čechy
132,45,1,49.90446773661805,14.513205952369088,Střední Čechy
133,46,1,49.904467527751414,14.52016608395277,Střední Čechy
134,47,1,49.904467318884784,14.5271262155064,Střední Čechy
135,48,1,49.90446711001815,14.534086347029978,Střední Čechy
136,49,1,49.90446690115152,14.541046478523505,Střední Čechy
137,50,1,49.90446669228489,14.54800660998698,Střední Čechy
138,51,1,49.90446648341827,14.554966741420403,Střední Čechy
139,52,1,49.90446627455165,14.561926872823774,Střední Čechy
140,53,1,49.90446606568503,14.568887004197094,Střední Čechy
141,54,1,49.90446585681841,14.575847135540362,Střední Čechy
142,55,1,49.904465647951795,14.58280726685358,Střední Čechy
143,56,1,49.90446543908518,14.589767398136745,Střední Čechy
