,ix,iy,latitude,longitude,state
0,0,0,49.9,14.2,Střední Čechy
1,1,0,49.899999164664834,14.213918977577917,Střední Čechy
2,2,0,49.89999832932969,14.22783795491552,Střední Čechy
3,3,0,49.89999749399457,14.241756932012809,Střední Čechy
4,4,0,49.89999665865946,14.255675908869783,Střední Čechy
5,5,0,49.89999582332438,14.269594885486443,Střední Čechy
6,6,0,49.89999498798934,14.283513861862788,Střední Čechy
7,7,0,49.899994152654315,14.29743283799882,Střední Čechy
8,8,0,49.89999331731932,14.311351813894536,Střední Čechy
9,9,0,49.89999248198436,14.325270789549936,Střední Čechy
10,10,0,49.89999164664942,14.339189764965022,Střední Čechy
11,11,0,49.899990811314495,14.353108740139794,Střední Čechy
12,12,0,49.899989975979594,14.36702771507425,Střední Čechy
13,13,0,49.89998914064473,14.380946689768393,Střední Čechy
14,14,0,49.89998830530989,14.394865664222221,Střední Čechy
15,15,0,49.899987469975066,14.408784638435735,Střední Čechy
16,16,0,49.89998663464027,14.422703612408935,Střední Čechy
17,17,0,49.89998579930549,14.43662258614182,Střední Čechy
18,18,0,49.89998496397074,14.45054155963439,Střední Čechy
19,19,0,49.899984128636014,14.464460532886646,Střední Čechy
20,20,0,49.89998329330132,14.478379505898587,Střední Čechy
21,21,0,49.899982457966644,14.492298478670214,Střední Čechy
22,22,0,49.899981622632,14.506217451201527,Střední Čechy
23,23,0,49.899980787297366,14.520136423492525,Střední Čechy
24,24,0,49.89997995196276,14.534055395543211,Střední Čechy
25,25,0,49.899979116628195,14.547974367353582,Střední Čechy
26,26,0,49.89997828129365,14.561893338923639,Střední Čechy
27,27,0,49.89997744595912,14.575812310253381,Střední Čechy
28,28,0,49.899976610624606,14.589731281342809,Střední Čechy
29,29,0,49.89997577529013,14.603650252191922,Střední Čechy
30,30,0,49.899974939955676,14.617569222800721,Střední Čechy
31,31,0,49.89997410462125,14.631488193169206,Střední Čechy
32,32,0,49.899973269286846,14.645407163297376,Střední Čechy
33,33,0,49.89997243395248,14.659326133185234,Střední Čechy
34,34,0,49.89997159861812,14.673245102832777,Střední Čechy
35,35,0,49.89997076328378,14.687164072240005,Střední Čechy
36,36,0,49.89996992794948,14.70108304140692,Střední Čechy
37,37,0,49.899969092615194,14.715002010333519,Střední Čechy
38,38,0,49.89996825728094,14.728920979019806,Střední Čechy
39,39,0,49.89996742194672,14.742839947465779,Střední Čechy
40,40,0,49.899966586612514,14.756758915671437,Střední Čechy
41,41,0,49.89996575127833,14.77067788363678,Střední Čechy
42,42,0,49.89996491594416,14.784596851361812,Střední Čechy
43,43,0,49.899964080610026,14.798515818846528,Střední Čechy
44,0,1,49.908953850106386,14.2,Střední Čechy
45,1,1,49.90895301450796,14.213921554128705,Střední Čechy
46,2,1,49.90895217890955,14.227843108016899,Střední Čechy
47,3,1,49.908951343311166,14.24176466166458,Střední Čechy
48,4,1,49.9089505077128,14.255686215071751,Střední Čechy
49,5,1,49.90894967211447,14.269607768238412,Střední Čechy
50,6,1,49.90894883651615,14.283529321164561,Střední Čechy
51,7,1,49.90894800091787,14.297450873850199,Střední Čechy
52,8,1,49.9089471653196,14.311372426295325,Střední Čechy
53,9,1,49.90894632972136,14.32529397849994,Střední Čechy
54,10,1,49.908945494123145,14.339215530464042,Střední Čechy
55,11,1,49.90894465852496,14.353137082187633,Střední Čechy
56,12,1,49.9089438229268,14.367058633670714,Střední Čechy
57,13,1,49.908942987328665,14.380980184913284,Střední Čechy
58,14,1,49.90894215173055,14.394901735915342,Střední Čechy
59,15,1,49.90894131613246,14.408823286676888,Střední Čechy
60,16,1,49.908940480534405,14.422744837197923,Střední Čechy
61,17,1,49.90893964493636,14.436666387478448,Střední Čechy
62,18,1,49.90893880933835,14.450587937518462,Střední Čechy
63,19,1,49.908937973740365,14.464509487317963,Střední Čechy
64,20,1,49.9089371381424,14.478431036876954,Střední Čechy
65,21,1,49.90893630254447,14.492352586195434,Střední Čechy
66,22,1,49.90893546694655,14.506274135273403,Střední Čechy
67,23,1,49.90893463134866,14.52019568411086,Střední Čechy
68,24,1,49.908933795750784,14.534117232707807,Střední Čechy
69,25,1,49.90893296015294,14.548038781064243,Střední Čechy
70,26,1,49.90893212455512,14.561960329180167,Střední Čechy
71,27,1,49.908931288957326,14.575881877055581,Střední Čechy
72,28,1,49.90893045335956,14.589803424690484,Střední Čechy
73,29,1,49.908929617761814,14.603724972084875,Střední Čechy
74,30,1,49.90892878216409,14.617646519238756,Střední Čechy
75,31,1,49.90892794656639,14.631568066152125,Střední Čechy
76,32,1,49.90892711096872,14.645489612824983,Střední Čechy
77,33,1,49.90892627537107,14.659411159257331,Střední Čechy
78,34,1,49.90892543977345,14.673332705449168,Střední Čechy
79,35,1,49.90892460417584,14.687254251400494,Střední Čechy
80,36,1,49.90892376857827,14.70117579711131,Střední Čechy
81,37,1,49.90892293298072,14.715097342581615,Střední Čechy
82,38,1,49.908922097383204,14.729018887811408,Střední Čechy
83,39,1,49.90892126178571,14.742940432800692,Střední Čechy
84,40,1,49.90892042618823,14.756861977549464,Střední Čechy
85,41,1,49.908919590590784,14.770783522057725,Střední Čechy
86,42,1,49.90891875499336,14.784705066325476,Střední Čechy
87,43,1,49.908917919395954,14.798626610352715,Střední Čechy
